"",,,,Pág: 1
"",,,LOURENCO E SILVA LTDA,
"",,,CNPJ : 07626439000173 IE : 152496416,
"",,,9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"",,,"paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",,,CENTRO,
"",,,01/10/2025 07:40:32,
"",,,Lista de preços,
Tabela Preço : PADRÃO,,,Tipo de Saldo : Geral,
Descrição,,Ncm,No. Fabricante Fabricante Emp UN Estoque,Vlr. Venda
56004 - 11159-C33 - TORNEIRA COZINHA,,84818011,"9937586 MARCHEZAN 1 UN 3,00","80,89"
PAREDE VEDACAO PRESS,,,,
56045 - 1168 F61 PR TORN COZ PAR FITT,,84818019,"LORENZETTI 1 UN -3,00","64,19"
CX/0004,,,,
56044 - 1195 F61 PR TORN LAVAT BA FITT,,84818019,"LORENZETTI 1 UN 1,00","64,19"
CX/0004,,,,
56006 - 1416 1/2-C33 - REGISTRO PRESSAO,,84818095,"MARCHEZAN 1 UN 3,00","51,68"
VEDANTE DN15,,,,
56007 - 1509 3/4-C33 (SACO PLASTICO) -,,84818093,"MARCHEZAN 1 UN -7,00","85,11"
REGISTRO GAVETA LUXO DN20,,,,
56005 - 16046 - MECANISMO-VED.P/ TORN. PIST.,,84818011,"150015 MARCHEZAN 1 UN 0,00","29,26"
AMARELO,,,,
56001 - 16048 - MECANISMO-VED.P/ REG. 1416,,84818011,"150002 MARCHEZAN 1 UN 7,00","28,22"
PIST. AMARELO,,,,
56000 - 16049 - MECANISMO-MVS.P/ REG. 1414,,84818011,"150004 MARCHEZAN 1 UN 11,00","30,39"
PIST. AMARELO,,,,
56306 - 16149 - MECANISMO-MVS.P/ REG.1414,,84818011,"MARCHEZAN 1 UN 16,00","32,60"
PIST. CROMADO,,,,
56150 - 1654 CRUZETA C33 CROM.,,84818019,"11985 AGUIA 1 UN 5,00","18,37"
56003 - 33318 - DUCHA FRIA ARTICULADO 70MM,,84818019,"9941114 MARCHEZAN 1 UN 3,00","88,46"
ATENAS,,,,
55997 - 4790-C80 - TORNEIRA LAVATORIO,,84818011,"9934838 MARCHEZAN 1 UN 5,00","95,47"
BANCADA 90° BICA MO,,,,
55998 - 4795-C80 - TORNEIRA COZINHA,,84818011,"MARCHEZAN 1 UN 1,00","88,50"
BANCADA 90° BICA MOVEL VEDACAO NAO,,,,
COMPRESSIVEL 1/4 VOLTA,,,,
56002 - 6000 - KIT ACESSORIOS P/ BANHEIRO,,76152000,"38412 MARCHEZAN 1 UN 0,00","192,99"
ENCANTO,,,,
55999 - 9499 -C80 - TORN. COZINHA BANCADA,,84818011,"9937490 MARCHEZAN 1 UN 4,00","112,91"
GOURMET DUPLA F,,,,
27049 - ABAFADOR AUDIT PLUG SILIC - KALIPSO,,82055900,"920646 NOVA DISTR 1 UN 81,81","1,83"
53238 - ABAFADOR AUDITIVA - DELTAPLUS,,40159000,"190401 NOVA DISTR 1 UN -6,00","13,93"
55745 - ABRACAD INOX 13-19MM C/BORBOLETA,,73269090,"022273 TAMBASA AT 1 UN 26,00","3,04"
50661 - ABRACAD. ACO LAMP FLU 20/40/110 T8,,73269090,"180130 TAMBASA AT 1 UN 79,00","2,31"
"56588 - ABRACADEIRA (3/4"") (VERDE) 4G/5G",,84139190,"50200 ANAUGER 1 UN 9,00","12,10"
37508 - ABRACADEIRA ARGOLA 83-10 INCA,,73269090,"CENTER MAT 1 UN 9,00","5,93"
55706 - ABRACADEIRA BORBOLETA 19X27,,73269090,"0515.019.027 LOTUS 1 UN -52,00","4,58"
39993 - ABRACADEIRA CABIDEIRA GRANDE,,73269090,"CENTER MAT 1 UN 2,00","0,64"
40002 - ABRACADEIRA CABIDEIRA PEQUENA,,73269090,"CENTER MAT 1 UN 53,00","0,51"
40231 - ABRACADEIRA COLORIDA 10CM,,39269090,"57440/928 TRAMONTINA 1 UN 0,00","0,08"
40240 - ABRACADEIRA COLORIDA 15CM,,39269090,"57440/915 TRAMONTINA 1 UN -16,00","0,28"
"53462 - ABRACADEIRA COLORIDA 9,5CM",,39269090,"57440/909 TRAMONTINA 1 UN 0,00","0,32"
54316 - ABRACADEIRA INOX BORBOLETA 13-23,,73269090,"3710 LOTUS 1 UN -101,00","2,86"
54315 - ABRACADEIRA INOX BORBOLETA 14-27,,73269090,"3711 LOTUS 1 UN 234,00","2,98"
54314 - ABRACADEIRA INOX BORBOLETA 18-32,,73269090,"3712 LOTUS 1 UN 172,00","3,04"
55181 - ABRACADEIRA MANGOTE 1.1/2¿,,73269090,"45403 NEGRAO 1 UN 10,00","20,00"
48X56MM,,,,
55182 - ABRACADEIRA MANGOTE 1.1/4¿,,73269090,"45411 NEGRAO 1 UN 10,00","18,96"
39X47MM,,,,
"56246 - ABRACADEIRA NYLON 12,5X600MM",,39269090,"4202194 FOXLUX 1 CD 0,00","2,07"
"53434 - ABRACADEIRA NYLON 2,5X100MM",,39269090,"422851 FOXLUX 1 UN 0,00","0,11"
"54919 - ABRACADEIRA NYLON 2,5X120MM",,39269090,"149160 FOXLUX 1 UN 0,00","0,36"
"53435 - ABRACADEIRA NYLON 2,5X140MM",,39269090,"37185 FOXLUX 1 UN 0,00","0,33"
"53436 - ABRACADEIRA NYLON 2,5X150MM",,39269090,"422657 FOXLUX 1 UN 0,00","0,12"
"54921 - ABRACADEIRA NYLON 2,5X80MM",,39269090,"149454 FOXLUX 1 UN 0,00","0,19"
"55453 - ABRACADEIRA NYLON 3,5X200MM",,39269090,"4201864 FOXLUX 1 UN -4,00","0,29"
Usuário CLAUDIO FILHO,,,1 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 2
52971 - SELIM COMPACTO VINIL FORT 300X100,"39174090 0311700011 TIGRE 1 UN 0,00","25,30"
54324 - SELIM ELASTICO 90 200X100 OCRE,"39174090 SHIVA 1 UN 0,00","44,02"
25224 - SENSOR PRESENCA 180 QA21 BIVOLT,"85364900 77520 TAMBASA AT 1 UN -7,00","54,34"
29459 - SENSOR PRESENCA 180 QI2M BIVOLT,"85365090 4201721 MARTINS 1 UN 0,00","38,49"
53466 - SENSOR PRESENCA 180 QI6M BIVOLT,"85365090 107460 ORMEL 1 UN -1,00","42,80"
52205 - SENSOR PRESENCA 360 E27 TIMER BIV,"85365090 31223 NEGRAO 1 UN -2,00","59,59"
42366 - SENSOR PRESENCA 360 QA23 BIVOLT,"85364900 77521 TAMBASA AT 1 UN -1,00","45,63"
54797 - SENSOR PRESENCA BASE E-27 BV,"85365090 074516 ARMARINHO 1 UN 6,00","56,08"
QUALI,,
55506 - SENSOR PRESENCA PARED BIV,"85365090 074524 ARMARINHO 1 UN 6,00","50,68"
QUALITRO,,
52584 - SERINGA AUTOMAT.HOPPNER 50ML,"90183190 12119 TAMBASA AT 1 UN 2,00","416,88"
54199 - SERINGA VET. PLASTICO 25ML,"90183111 12560 TAMBASA AT 1 UN 6,00","8,73"
51158 - SERINGA VETERINARIA 50ML -,"90183190 716340 MARTINS 1 UN 1,00","391,05"
HOPPNER,,
54999 - SERRA CIRCULAR 185MM 48DT 20MM,"82023900 405132 KALA 1 UN 0,00","67,11"
KALA,,
55000 - SERRA CIRCULAR 185MM 60DT 20MM,"82023900 405191 KALA 1 UN 1,00","54,34"
KALA,,
27529 - SERRA CIRCULAR GKS 150 1500W 127V,"84672200 06016B30D0000 BOSCH 1 UN 0,00","928,33"
27537 - SERRA CIRCULAR GKS 150 1500W 220V,"84672200 06016B30E0000 BOSCH 1 UN 2,00","928,39"
55358 - SERRA CIRCULAR WID 4.3/8X24 FERTAK,"82023100 11886 NEGRAO 1 UN 29,00","16,37"
24546 - SERRA CIRCULAR WIDIA,"73182200 EMBRASIL 1 UN 1,00","89,90"
250X36DENTES F,,
24570 - SERRA CIRCULAR WIDIA 4.3/8¿ 24T,"82023100 21048 WURTH 1 UN 20,00","28,92"
50974 - SERRA CIRLULAR MULTI 10¿80DT,"82023100 471607 NEGRAO 1 UN 1,00","223,40"
WORKER,,
53534 - SERRA COPO 1.1/2¿ 38MM,"82029990 1933268 IRWIN 1 UN 3,00","49,38"
53533 - SERRA COPO 1¿ 25MM,"82029990 1933322 IRWIN 1 UN 0,00","35,46"
55516 - SERRA COPO 5 PECAS C/HASTE,"82029990 F69.30 NEGRAO 1 UN 0,00","42,25"
55866 - SERRA COPO BIMETAL 102MM,"82029990 61222 CORTAG 1 UN 0,00","93,43"
55434 - SERRA COPO BIMETAL 40MM,"82029990 42728 CORTAG 1 UN 3,00","49,58"
52371 - SERRA COPO DIAMANTADA 25MM,"68042119 60105 CORTAG 1 UN 6,00","102,91"
CURTO,,
27065 - SERRA COPO DIAMANTADA 25MM,"68042119 61415 CORTAG 1 UN -1,00","65,24"
LONGA,,
55343 - SERRA COPO DIAMANTADA 32MM,"68042119 60106 CORTAG 1 UN 0,00","130,93"
53927 - SERRA COPO DIAMANTADA 35MM 1.3/8,"68042119 504988 CORTAG 1 UN -1,00","106,19"
51526 - SERRA COPO DIAMANTADA 35MM,"82029990 60881 CORTAG 1 UN 6,00","110,08"
CURTO,,
54820 - SERRA COPO DIAMANTADA 40MM 1.9/16,"68042119 9412 CORTAG 1 UN 6,00","132,40"
49522 - SERRA COPO DIAMANTADA 50MM,"68042119 42738 CORTAG 1 UN 4,00","142,54"
1.31/32,,
51527 - SERRA COPO DIAMANTADA 51MM,"82029990 60108 CORTAG 1 UN -3,00","112,20"
CURTO,,
53928 - SERRA COPO DIAMANTADA 53MM,"68042119 61899 CORTAG 1 UN 1,00","191,61"
150MM,,
53673 - SERRA COPO DIAMANTADA 60MM 2.3/08,"68042119 42740 CORTAG 1 UN 1,00","156,45"
26638 - SERRA COPO DIAMANTADA 65MM,"68042119 086719 CORTAG 1 UN 0,00","254,88"
LONGA,,
55867 - SERRA COPO,"68042119 61592 CORTAG 1 UN 6,00","182,96"
DIAMANTADA/PORCELANATO -,,
55868 - SERRA COPO,"68042119 60108 CORTAG 1 UN 6,00","207,59"
DIAMANTADA/PORCELANATO -,,
Usuário CLAUDIO FILHO,143 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 144
"",LOURENCO E SILVA LTDA,
"",CNPJ : 07626439000173 IE : 152496416,
"",9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"","paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",CENTRO,
"",01/10/2025 07:40:32,
"",Lista de preços,
55600 - SERRA COPO DIAMANTADO 30MM,"68042119 42735 CORTAG 1 UN 1,00","83,35"
1.3/16¿,,
54821 - SERRA COPO DIAMANTADO 45MM,"68042119 42737 CORTAG 1 UN 0,00","124,46"
1.25/32,,
51286 - SERRA COPO DIAMANTE 25MM,"68042119 05493 TAMBASA AT 1 UN 0,00","74,90"
BRASKOK,,
51370 - SERRA COPO DIAMANTE 30MM,"68042119 05492 TAMBASA AT 1 UN 1,00","114,03"
BRASKOK,,
50564 - SERRA COPO DIAMANTE 35MM,"68042119 05489 TAMBASA AT 1 UN 0,00","101,86"
BRASKOK,,
50565 - SERRA COPO DIAMANTE 40MM,"68042119 55436 TAMBASA AT 1 UN 0,00","117,51"
BRASKOK,,
51435 - SERRA COPO DIAMANTE 53MM,"68042119 55438 TAMBASA AT 1 UN 1,00","220,09"
BRASKOK,,
50566 - SERRA COPO DIAMANTE 60MM,"68042119 55439 TAMBASA AT 1 UN 1,00","262,10"
BRASKOK,,
51525 - SERRA COPO DIAMANTO 20MM,"82029990 3390 LOTUS 1 UN 3,00","35,24"
55859 - SERRA COPO DIAMANTO 22MM,"82029990 3391 LOTUS 1 UN 4,00","38,02"
55858 - SERRA COPO DIAMANTO 25MM,"82029990 3392 LOTUS 1 UN -1,00","44,41"
50985 - SERRA COPO DIAMANTO 30MM,"82029990 3393 LOTUS 1 UN 3,00","48,94"
55857 - SERRA COPO DIAMANTO 35MM,"82029990 3394 LOTUS 1 UN 1,00","60,40"
55856 - SERRA COPO DIAMANTO 45MM,"82029990 3396 LOTUS 1 UN 0,00","76,28"
55855 - SERRA COPO DIAMANTO 53MM,"82029990 3398 LOTUS 1 UN 2,00","88,19"
55942 - SERRA FITA STARRET 16X0.46 '5/8X018,"82022000 30064 MARTINS 1 UN 5,00","141,11"
53970 - SERRA MAD.VIDEA 235/9X24D,"82023900 85765 TAMBASA AT 1 UN 2,00","47,04"
THOMPSON,,
53971 - SERRA MAD.VIDEA 235/9X36D,"82023900 85766 TAMBASA AT 1 UN 2,00","60,30"
THOMPSON,,
53972 - SERRA MAD.VIDEA 300/12X24D,"82023900 85767 TAMBASA AT 1 UN 2,00","100,76"
THOMPSON,,
53973 - SERRA MAD.VIDEA 300/12X36D,"82023900 85768 TAMBASA AT 1 UN 0,00","117,58"
THOMPSON,,
56373 - SERRA MARMORE 115MM 1200 W 220V -,"84672200 SPT115B2 STANLEY 1 UN -1,00","449,89"
STANLEY,,
51174 - SERRA MARMORE SKIL 110MM 1200W,"84672200 F0129815AC000 BOSCH 1 UN -0,88","496,65"
127V,,
51049 - SERRA MARMORE SKIL 110MM 1200W,"84672200 F0129815JD000 BOSCH 1 UN 1,00","496,67"
220V,,
13536 - SERRA MARMORE TITAN GDC 150 127V,"84672200 506059 BOSCH 1 UN 1,00","646,29"
52119 - SERRA MARMORE TITAN GDC 150 220V,"84672200 506061 BOSCH 1 UN 1,00","646,29"
55799 - SERRA SEGUETA  BI M IRWIN 18D,"82029990 IRHT14032 IRWIN 1 UN -38,00","9,26"
54348 - SERRA SEGUETA - K&F 18 DENTES,"82029100 75607 K&F 1 UN 8,00","7,56"
34380 - SERRA SEGUETA - NICHOLSON,"82029100 05231 NICHOLSON 1 UN -90,00","8,91"
52123 - SERRA SEGUETA - STARRET,"82029100 BS1224 STARRET 1 UN 437,00","11,93"
53784 - SERRA SEGUETA - WURTH,"82021000 0603301024 WURTH 1 UN -7,00","4,58"
54962 - SERRA SEGUETA 1218 - COLLIN,"82029100 38179 COLLINS 1 UN 97,00","13,90"
54963 - SERRA SEGUETA 1224 - COLLIN,"82029100 977810 COLLINS 1 UN -6,00","9,79"
55800 - SERRA SEGUETA BI M IRWIN 24D,"82029990 IRHT14034 IRWIN 1 UN 38,00","9,26"
56450 - SERRA SEGUETA BIMETAL 24T - 300MM -,"82029100 SS002 ORCA DISTR 1 UN 9,00","8,20"
PARAMAX,,
51247 - SERRA SEGUETA DUPLA - IRWIN,"82021000 IW47506 IRWIN 1 UN 49,00","7,66"
55120 - SERRA SEGUETA NICHOLSON,"82029100 329207 NEGRAO 1 UN 173,00","8,49"
27510 - SERRA TICO TICO 380W 127V SKIL,"84672200 502596 BOSCH 1 UN 0,00","468,72"
42269 - SERRA TICO TICO 380W 220V SKIL,"84672200 F0124380JA000 BOSCH 1 UN 0,00","468,72"
54660 - SERRA TICO TICO BU38 8D MADEIRA,"82029990 BU38-2 STARRET 1 UN 30,00","11,76"
54661 - SERRA TICO TICO BU46 6D MADEIRA,"82029990 BU46-2 STARRET 1 UN 14,00","16,37"
30600 - SERRA TICO TICO MADEIRA,"82029990 05370 TAMBASA AT 1 UN 0,00","7,56"
IRWIN/STARR,,
Usuário CLAUDIO FILHO,144 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 145
"",LOURENCO E SILVA LTDA,
"",CNPJ : 07626439000173 IE : 152496416,
"",9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"","paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",CENTRO,
"",01/10/2025 07:40:32,
"",Lista de preços,
56104 - SERRA TICO-TICO BI-METAL 50MM 24,"82029990 5050.119.024 ORCA DISTR 1 UN 14,00","15,09"
DPP (BU224) P/ M,,
30619 - SERRA TICOTICO METAL STARRET,"82029990 05369 NEGRAO 1 UN -4,00","10,65"
BU214S,,
53942 - SERRA VIDEA 9 1/4¿ 40DENTES,"68042119 80.23 FOXLUX 1 UN 2,00","56,71"
55798 - SERROTE DE PONTA 165MM CABO,"82021000 1974892 IRWIN 1 UN 0,00","30,03"
D/MADEI,,
36897 - SERROTE DIAMANTE N18,"82021000 2213 RAMADA 1 UN 1,00","45,50"
48313 - SERROTE GESSO 14¿,"82021000 6890 LOTUS 1 UN 0,00","31,96"
36927 - SERROTE GESSO 6,"82021000 K137 STARRET 1 UN 7,00","58,67"
54975 - SERROTE GESSO 6 MAX,"82021000 037826 ARMARINHO 1 UN 8,00","30,10"
48305 - SERROTE GESSO RAMADA,"82021000 3270 RAMADA 1 UN 1,00","15,76"
46604 - SERROTE IRWIN FAST JACK 18¿,"82021000 IWHT20377-LA IRWIN 1 UN 2,00","92,15"
11738 - SERROTE IRWIN FAST JACK 20¿,"82021000 IWHT20378-LA IRWIN 1 UN 15,00","93,11"
11720 - SERROTE IRWIN FAST JACK 22¿,"82021000 IWHT20379-LA IRWIN 1 UN 2,00","119,58"
16004 - SERROTE IRWIN FAST JACK 24¿,"82021000 IW45296 IRWIN 1 UN -1,00","92,31"
51120 - SERROTE IRWIN JACK 18CABO,"82021000 IW2118 IRWIN 1 UN 0,00","143,41"
MADEIR,,
21245 - SERROTE LAMINA SERRA FITA,"82021000 514780 RAMADA 1 CD -3,00","56,80"
51119 - SERROTE PROFISSIONAL NICHOLSON,"82021000 13263 ORMEL 1 UN 0,00","42,82"
N18,,
36900 - SERROTE PROFISSIONAL NICHOLSON,"82021000 13264 ORMEL 1 UN 0,00","44,62"
N20,,
36919 - SERROTE PROFISSIONAL SUPREMO,"82021000 100115 PARABONI 1 UN 0,00","70,85"
18¿,,
36935 - SERROTE PVC C/LAMINA 12¿,"82021000 K143-12 STARRET 1 UN 16,00","45,76"
19437 - SERROTE TRAMONTINA MASTER 18¿,"82021000 05146 TAMBASA AT 1 UN 0,00","41,57"
19410 - SERROTE TRAMONTINA MASTER 20¿,"82021000 502512 TAMBASA AT 1 CD 0,00","54,17"
52823 - SHAMPOO CAO HIPOALERG. 500ML,"73182200 47364 TAMBASA AT 1 UN 2,00","28,60"
SANOL,,
54649 - SHAMPOO NEUTRO SANOL DOG 500ML,"73182200 701056 MARTINS 1 UN 2,00","22,12"
35432 - SIFAO COPO 1.1/2¿X40 - BR,"39174090 SSUC*BR1 ASTRA S/A 1 UN 6,00","17,04"
17752 - SIFAO COPO 1.1/2¿X40 - CR,"39174090 SSUC2 ASTRA S/A 1 UN 16,00","42,31"
56278 - SIFAO SANFONADA 40/50 UNIV. DUPLO,"39174090 030205-425 BLUKIT 1 UN 27,00","19,93"
"52448 - SIFAO SANFONADO 40/50 UNIV. 1,5M","39174090 030129-425 BLUKIT 1 UN 26,00","18,26"
19534 - SIFAO SANFONADO 40/50 UNIV. BR,"39174090 030101-4100 PLASTUBOS 1 UN 169,00","9,91"
55527 - SIFAO SANFONADO 40/50 UNIV. BR,"39174090 030101-4100 BLUKIT 1 UN 273,02","10,16"
40401 - SIFAO SANFONADO 40/50 UNIV. BR,"39174090 SSU*BR1 ASTRA S/A 1 UN 216,00","11,82"
17760 - SIFAO SANFONADO 40/50 UNIV. CR,"39174090 SSUM2 ASTRA S/A 1 UN 102,00","33,07"
53286 - SIFAO SANFONADO 40/50 UNIV. CR,"39174090 031101-412 BLUKIT 1 UN -2,00","23,37"
52449 - SIFAO SANFONADO 40/50 UNIV. DUPLO,"39174090 030205-425 KRONA 1 UN 34,00","19,44"
26174 - SIFAO SANFONADO 40/50 UNIV. DUPLO,"39174090 SDU ASTRA S/A 1 UN 25,00","26,56"
55137 - SIFAO SANFONADO 40/50 UNIV. PRETO,"39174090 SSUM3 ASTRA S/A 1 UN 13,00","11,91"
52450 - SIFAO SANFONADO 40/50 UNIV. TRIPLO,"39174090 47195 BLUKIT 1 UN 51,00","63,78"
34770 - SIFAO SANFONADO 40/50 UNIV. TRIPLO,"39174090 STU ASTRA S/A 1 UN 16,00","42,85"
56329 - SIKA IGOL ECOASFALTO 18L,"27150000 28454 ARMARINHO 1 UN 1,00","305,56"
56406 - SILICONE ALTA TEMPERATURA 50G,"35061090 6000.060.000 ORCA DISTR 1 UN 8,00","16,47"
TEKBOND - PT,,
55470 - SILICONE SPRAY AUTO. 300ML M500,"39100012 063545 ARMARINHO 1 UN 18,00","19,89"
50686 - SIRENE PIEZO 122DB BITONAL DNI-4310,"85311090 DISTECOM 1 UN 1,00","23,74"
53305 - SOBRETAMPA 1XA.N,"85366910 57106/032 TRAMONTINA 1 UN 0,00","32,67"
53307 - SOBRETAMPA 1XC.N,"85366910 39289 TRAMONTINA 1 UN 0,00","32,88"
53306 - SOBRETAMPA 2XA.N,"85366910 39283 TRAMONTINA 1 UN 0,00","33,77"
53308 - SOBRETAMPA 2XC.N,"85366910 39289 TRAMONTINA 1 UN 0,00","34,44"
Usuário CLAUDIO FILHO,145 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 146
"",LOURENCO E SILVA LTDA,
"",CNPJ : 07626439000173 IE : 152496416,
"",9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"","paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",CENTRO,
"",01/10/2025 07:40:32,
"",Lista de preços,
36943 - SOLDA BRANCA P/CALHA 30X70,"73182200 NEGRAO 1 UN -10,00","9,33"
ESTANHO,,
52551 - SOLUCAO LIMPADORA,"39251000 22993348 TIGRE 1 UN 0,00","45,98"
9245 - SOLVENTE ANJO 5LT,"27101230 5300088 NOVA DISTR 1 UN -3,00","154,24"
33421 - SOLVENTE EUCATEX 900ML,"27101230 4850200.29 EUCATEX 1 UN 42,00","24,61"
54537 - SOLVENTE NATRIELLI 900ML,"27101230 405279 MARTINS 1 UN 24,00","35,37"
53717 - SOPRADOR TERMICO 2000W 220V -,"84193900 65970 TAMBASA AT 1 UN 0,00","181,10"
GAMMA,,
55483 - SOPRADOR TERMICO 220V BLACK,"84672999 HG2000K-B2 NEGRAO 1 UN 0,00","429,52"
DECKER,,
38822 - SOQUETE C/PINO E27 - FOXLUX,"85366100 067520 TAMBASA AT 1 UN 6,00","5,65"
22152 - SOQUETE C/RABICHO P/FLORESCENTE,"85366100 20393 TUPAM 1 CX -13,00","2,85"
52847 - SOQUETE E27 PORCELANA FIXO TETO,"85366100 BPO27033 G20 1 UN -2,00","10,63"
28827 - SOQUETE E27 TERMOP FIXO TETO,"85366100 BTE27033 G20 1 UN 45,00","3,93"
52855 - SOQUETE E27 TERMOP PENDENTE,"85366100 BTE27086 G20 1 UN 198,00","2,88"
RABICHO,,
28118 - SOQUETE FLUORESC.ANTIV.PRESSAO,"85366100 4200764 MARTINS 1 UN 103,00","2,71"
LORE,,
52856 - SOQUETE IMPACTO LONGO 1/2 24MM,"82054000 TRAMONTINA 1 UN 0,00","90,84"
52852 - SOQUETE IMPACTO SEXT 1/2 17MM,"82054000 TRAMONTINA 1 UN 0,00","73,88"
52849 - SOQUETE IMPACTO SEXT LONGO 1/2,"82054000 TRAMONTINA 1 UN 0,00","73,88"
13MM,,
52850 - SOQUETE IMPACTO SEXT LONGO 1/2,"82054000 TRAMONTINA 1 UN 0,00","73,88"
14MM,,
52851 - SOQUETE IMPACTO SEXT LONGO 1/2,"82054000 TRAMONTINA 1 UN 0,00","73,88"
16MM,,
52853 - SOQUETE IMPACTO SEXT LONGO 1/2,"82054000 TRAMONTINA 1 UN 0,00","73,88"
18MM,,
52854 - SOQUETE IMPACTO SEXT LONGO 1/2,"82054000 TRAMONTINA 1 UN 0,00","76,37"
20MM,,
52857 - SOQUETE IMPACTO SEXT LONGO 1/2,"82054000 TRAMONTINA 1 UN 0,00","96,46"
27MM,,
52858 - SOQUETE IMPACTO SEXT LONGO 1/2,"82054000 TRAMONTINA 1 UN 0,00","96,46"
28MM,,
55604 - SOQUETE MAGNET 11 X 65MM - FERTAK,"82079000 25639 NOVA DISTR 1 UN 31,00","12,20"
55701 - SOQUETE MAGNETICO 13MM - FERTAK,"82079000 0005.716.065 NOVA DISTR 1 UN 3,00","10,15"
55667 - SOQUETE MAGNETICO 5/16X65MM,"82079000 0005.516.065 NEGRAO 1 UN -17,00","9,05"
56016 - SOQUETE MAGNETICO M-10X65MM -,"82079000 0004.010.065 ORCA DISTR 1 UN 10,00","9,36"
BLISTER 02 UNIDADES,,
56017 - SOQUETE MAGNETICO M-8X65MM -,"82079000 0004.008.065 ORCA DISTR 1 UN 15,00","9,36"
BLISTER 02 UNIDADES,,
53245 - SOQUETE PARAFUSADEIRA 3/8X65MM,"82042000 17861 REI DA FER 1 UN 2,00","6,87"
53244 - SOQUETE PARAFUSADEIRA 5/16X65MM,"82042000 17858 REI DA FER 1 UN -3,00","6,26"
55199 - SOQUETE PARAFUSADEIRA M10X65MM,"82042000 17923 REI DA FER 1 UN 5,00","7,05"
31933 - SOQUETE PORCELANA ADAPT E27/E40,"85366100 4201765 TAMBASA AT 1 UN 22,00","12,01"
52859 - SOQUETE PORCELANA C/RABICHO E27,"85366100 57499095 TRAMONTINA 1 UN -2,00","8,68"
13366 - SOQUETE PORCELANA E27,"85366100 21556 FOXLUX 1 UN 85,00","6,41"
41327 - SOQUETE PORCELANA E40,"85366100 32991 NEGRAO 1 UN 9,00","17,02"
43745 - SOQUETE SIMPLES C/RABICHO,"85366100 43.01T ARMARINHO 1 UN 7,00","4,69"
ILUMI/FOX,,
6343 - SOQUETE SIMPLES S/RABICHO,"85366100 43.02B ARMARINHO 1 UN 156,00","5,06"
ILUMI/FOX,,
55747 - SOQUETE TETO FIXO BRANCO - RADIAL,"85366100 081857 RADIAL 1 UN 7,00","5,78"
22250 - SPORT NIAGARA P-2LAMPADA BRANCA,"73182200 REKINLUSTR 1 UN 10,00","59,05"
56087 - SPOT DICR.EMB. QUADR. 7W BRANCO,"94051190 L03544 VANY 1 UN 100,00","16,62"
6500K BIVOLT,,
56086 - SPOT DICR.EMB. RED.7W BRANCO,"94051190 L03520 VANY 1 UN 80,00","16,62"
6500K BIVOLT,,
39420 - SPOT DIRECIONAL 50WX110V BRANCO,"73182200 TAMBASA AT 1 UN 1,00","17,94"
Usuário CLAUDIO FILHO,146 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 147
"",LOURENCO E SILVA LTDA,
"",CNPJ : 07626439000173 IE : 152496416,
"",9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"","paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",CENTRO,
"",01/10/2025 07:40:32,
"",Lista de preços,
39381 - SPOT DIRECIONAL OLHO BOI 220V,"73182200 TAMBASA AT 1 UN 0,00","19,00"
BRANC,,
52340 - SPOT EMB. LED REDONDO BR 3W,"85437099 10600 AMERICA 1 UN -8,00","23,42"
6000K,,
52264 - SPOT EMB. QUADRADO BR.,"94051093 193 QD RELUSTRE 1 UN 4,00","52,70"
D240X240XH1,,
52553 - SPOT EMBUTIR QUADRAD 6400K 12W,"94051093 80426004 BLUMENAU 1 UN 3,00","26,53"
ALU,,
52554 - SPOT EMBUTIR QUADRAD 6400K 18W,"94051190 24774 BLUMENAU 1 UN 26,00","36,24"
ALU,,
52761 - SPOT EMBUTIR QUADRAD 6400K 24W,"94051093 80466004 BLUMENAU 1 UN -21,00","87,65"
ALU,,
52552 - SPOT EMBUTIR QUADRAD 6400K 3W,"94051099 80226004 BLUMENAU 1 UN 1,00","20,97"
ALU,,
39438 - SPOT EMBUTIR QUADRAD 6500K 6W,"85437099 80266004 BLUMENAU 1 UN -25,00","20,09"
ALU,,
42552 - SPOT EMBUTIR REDONDA 6400K 12W,"94051093 80326004 BLUMENAU 1 UN 42,00","39,13"
ALU,,
53486 - SPOT EMBUTIR REDONDA 6400K 24W,"94051093 80366004 BLUMENAU 1 UN -4,00","101,17"
ALU,,
